Symbol,Latest_Close,52_Week_Low,Distance_from_Low_%,Date_at_52W_Low
EDBLPO,324.0,408.0,-20.59,N/A
GUFLPO,298.0,331.0,-9.97,N/A
ACLBSLP,512.0,556.0,-7.91,N/A
NICAP,179.0,193.0,-7.25,N/A
SMATAP,421.0,441.0,-4.54,N/A
EBLD85,1060.0,1097.0,-3.37,N/A
HBLPO,111.6,115.0,-2.96,N/A
ICFCD83,1049.0,1078.3,-2.72,N/A
NBLD82,1023.1,1046.7,-2.25,N/A
KBLD86,1080.0,1096.3,-1.49,N/A
LBLD86,1083.0,1098.0,-1.37,N/A
SCBD,1070.0,1080.0,-0.93,N/A
MAKAR,411.0,414.0,-0.72,N/A
SHLB,1390.0,1395.0,-0.36,N/A
NIBD84,1030.3,1030.5,-0.02,N/A
FOWADP,550.0,550.0,0.0,N/A
LBBLPO,261.0,261.0,0.0,N/A
MATRIP,523.5,523.5,0.0,N/A
MLBSLP,100.0,100.0,0.0,N/A
MLBSP,698.0,698.0,0.0,N/A
KMCDBP,587.0,587.0,0.0,N/A
JBBLPO,181.4,181.4,0.0,N/A
KBLPO,100.0,100.0,0.0,N/A
NMLBBLP,334.0,334.0,0.0,N/A
MNBBLP,236.2,236.2,0.0,N/A
NABILP,301.1,301.1,0.0,N/A
GBIMEP,100.0,100.0,0.0,N/A
CYCLP,831.0,831.0,0.0,N/A
CORBLP,100.0,100.0,0.0,N/A
ALICLP,252.0,252.0,0.0,N/A
BFCPO,250.0,250.0,0.0,N/A
CZBILP,100.0,100.0,0.0,N/A
SIFCPO,286.0,286.0,0.0,N/A
SLBBLP,443.0,443.0,0.0,N/A
RLFLPO,268.6,268.6,0.0,N/A
SFCLP,164.0,164.0,0.0,N/A
PMLIP,255.0,255.0,0.0,N/A
NMFBSP,610.0,610.0,0.0,N/A
NLICP,413.0,413.0,0.0,N/A
NLICLP,321.0,321.0,0.0,N/A
SHINEP,222.0,222.0,0.0,N/A
SBLD83,1038.0,1038.0,0.0,N/A
UAILPO,251.0,251.0,0.0,N/A
SBLD2082,1045.2,1045.1,0.01,N/A
PBD84,1070.0,1067.0,0.28,N/A
SBID83,1035.1,1031.0,0.4,N/A
SNLI,408.7,406.0,0.67,N/A
SRBLD83,1015.0,1008.1,0.68,N/A
NIMBPO,140.1,139.0,0.79,N/A
ULI,358.0,355.0,0.85,N/A
SKBBL,746.7,740.0,0.91,N/A
MLBBL,1062.5,1052.2,0.98,N/A
VLUCL,413.0,409.0,0.98,N/A
NBLD85,1025.0,1015.0,0.99,N/A
ADBLD83,1025.0,1015.0,0.99,N/A
ADBLB86,1010.0,1000.0,1.0,N/A
BOKD86KA,1111.1,1100.0,1.01,N/A
MKCL,1052.0,1041.0,1.06,N/A
MERO,662.0,655.0,1.07,N/A
NICD83/84,1037.0,1025.9,1.08,N/A
PBLD84,1070.0,1057.2,1.21,N/A
NCCD86,1065.0,1052.0,1.24,N/A
CBBLPO,395.0,390.0,1.28,N/A
ALICL,419.0,413.4,1.35,N/A
SAEF2,9.02,8.9,1.35,N/A
RBCL,14200.0,14000.0,1.43,N/A
NWCL,690.0,680.0,1.47,N/A
MLBSL,1310.0,1291.0,1.47,N/A
USLB,1121.5,1105.0,1.49,N/A
