Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change,ROE,D/E Ratio
BFC,Best Finance,Finance,512.29,4.56 Ar,-2.05%,-4.24%,-3.16%,+9.00%,+2.71%,+27.44%,8.8,58.23,4.54,364635.38,253264.33,+43.97%,103609.61,71208.9,+45.50%,58755.96,17485.62,+236.02%,8.8,3.93,+124.02%,112.72,107.3,+5.06%,7451218.29,7303826.25,+2.02%,6447509.81,6348434.2,+1.56%,890424.24,890424.24,0.00%,113284.24,64967.81,+74.37%,0.0781,6.4237
BGWT,Bhagawati Hydropower Development Company Limited,Hydro Power,516.10,3.07 Ar,-7.84%,-7.67%,-21.79%,-29.59%,-45.77%,+59.98%,11.16,46.24,4.58,129217.98,81556.36,+58.44%,111273.45,69327.13,+60.50%,56770.3,31259.34,+81.61%,11.16,9.22,+21.07%,112.67,108.91,+3.45%,984465.12,963658.98,+2.16%,220306.68,225011.5,-2.09%,678239.9,678239.9,0.00%,85918.54,60407.58,+42.23%,0.0991,0.2883
BHCL,Bikash Hydropower Company Limited,Hydro Power,474.00,4.31 Ar,0.00%,-9.92%,-18.84%,-15.66%,+47.53%,+47.53%,10.43,45.47,4.32,138139.74,96288.99,+43.46%,129024.14,89638.03,+43.94%,71083.1,50215.78,+41.56%,10.43,11.05,-5.63%,109.64,107.34,+2.14%,1286599.94,1275261.65,+0.89%,289902.24,299431.27,-3.18%,909101.3,909101.3,0.00%,87596.4,66729.08,+31.27%,0.0951,0.2909
BHDC,Bindhyabasini Hydropower Development Company Limited,Hydro Power,430.00,4.86 Ar,+0.23%,-2.93%,-5.74%,-9.63%,-6.73%,+41.26%,13.22,32.52,3.66,353104.81,277648.56,+27.18%,344876.58,271316.3,+27.11%,117655.74,112045.57,+5.01%,13.22,19.83,-33.33%,117.43,123.0,-4.53%,2916602.47,2951876.43,-1.19%,1523491.11,1562172.83,-2.48%,1186290.0,1129800.0,+5.00%,206821.36,259902.52,-20.42%,0.1126,1.0936
BHL,Balephi Hydropower Limited,Hydro Power,203.00,7.42 Ar,-0.98%,-3.33%,-5.89%,-11.74%,-3.54%,+92.51%,8.59,23.62,2.54,878539.64,637244.6,+37.87%,806182.45,582183.75,+38.48%,235658.82,228148.23,+3.29%,8.59,12.48,-31.14%,79.95,80.85,-1.12%,8669860.0,8682443.29,-0.14%,5746986.68,5726577.62,+0.36%,3655940.0,3655940.0,0.00%,-733066.68,-700074.34,+4.71%,0.1074,1.9662
BHPL,Barahi Hydropower Public Limited,Hydro Power,489.00,1.22 Ar,0.00%,-1.81%,-8.58%,-12.68%,-35.69%,+128.83%,-0.59,-835.02,9.77,23794.39,20646.36,+15.25%,22135.8,20170.33,+9.74%,-1098.03,2329.91,-147.13%,-0.59,1.86,-131.42%,50.03,51.12,-2.15%,371443.0,368206.23,+0.88%,246373.46,240394.61,+2.49%,250000.0,250000.0,0.00%,-124930.46,-122188.38,+2.24%,-0.0118,1.9699
BJHL,Bhujung Hydropower Limited,Hydro Power,699.80,7.00 Ar,-5.43%,-15.89%,-19.56%,-41.28%,+135.54%,+135.54%,-3.26,-214.85,7.88,124093.86,95030.04,+30.58%,103377.24,81481.02,+26.87%,-24428.84,-5316.34,+359.50%,-3.26,-1.31,+148.13%,88.82,89.22,-0.45%,1825403.01,1853242.23,-1.50%,937231.49,1130557.48,-17.10%,1000000.0,810000.0,+23.46%,-111828.48,-87315.25,+28.07%,-0.0367,1.0552
BNHC,Buddha Bhumi Nepal Hydropower Company Limited,Hydro Power,297.20,1.19 Ar,-0.97%,-4.44%,-9.94%,-15.09%,-1.48%,+64.34%,7.53,39.47,3.64,146421.73,105054.18,+39.38%,139149.85,100419.33,+38.57%,23342.85,20481.43,+13.97%,7.53,9.91,-24.02%,81.58,80.89,+0.85%,1328961.06,1356978.8,-2.06%,991779.96,1022646.49,-3.02%,413304.4,413304.4,0.00%,-76123.33,-78972.09,-3.61%,0.0923,2.9414
BOKD86KA,"BOK Debenture 2086 ""KA""",Bond,"1,146.50",0.00,+0.66%,-5.33%,-5.33%,-7.54%,+1.82%,+12.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPCL,Butwal Power,Hydro Power,650.00,22.16 Ar,0.00%,-2.26%,-3.85%,-10.10%,-22.70%,+59.76%,11.71,55.52,3.03,622704.0,464044.0,+34.19%,315933.0,258096.0,+22.41%,299317.0,225380.0,+32.81%,11.71,13.22,-11.46%,214.84,212.95,+0.88%,7830268.0,8014872.0,-2.30%,506359.0,755132.0,-32.94%,3409065.0,3409065.0,0.00%,3914844.0,3850675.0,+1.67%,0.0545,0.0691
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C30MF,Citizens Super 30 Mutual Fund,Mutual Fund,10.01,75.15 Cr,-2.25%,-1.67%,+0.50%,0.00%,+11.98%,+25.68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBBL,Chhimek Laghubitta Bikas Bank,Microcredit,911.00,29.29 Ar,-0.11%,-0.74%,-0.65%,-0.76%,+5.43%,+6.00%,33.41,27.26,3.77,4910866.13,3247112.4,+51.24%,2203023.14,1459951.04,+50.90%,906476.53,576096.5,+57.35%,33.41,31.85,+4.90%,241.93,233.66,+3.54%,57174457.85,54912940.55,+4.12%,48423333.1,46460994.26,+4.22%,3617264.1,3617264.1,0.00%,5133860.65,4834682.19,+6.19%,0.1381,5.5334
CCBD88,Century Debenture 2088,Bond,"1,230.00",2.71 Ar,+0.16%,-2.23%,-0.40%,-0.16%,+2.96%,+23.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFCL,Central Finance,Finance,610.00,5.79 Ar,-0.65%,-1.61%,-7.01%,+15.12%,+16.09%,+58.13%,5.19,117.52,5.32,481029.84,318245.75,+51.15%,164584.16,102505.2,+60.56%,36938.26,39191.3,-5.75%,5.19,8.26,-37.17%,114.62,113.65,+0.85%,9947036.36,9561730.99,+4.03%,8859417.86,8483312.93,+4.43%,948875.46,948875.46,0.00%,138743.04,129542.6,+7.10%,0.0453,8.1457
CGH,Chandragiri Hills Limited,Hotels,775.00,11.89 Ar,0.00%,+0.36%,-0.90%,-6.17%,-14.80%,-47.48%,-0.77,-1001.53,7.73,482935.97,269643.56,+79.10%,206591.78,105978.86,+94.94%,-9348.49,-47020.56,-80.12%,-0.77,-6.13,-87.38%,100.2,103.02,-2.74%,3973672.1,3929666.72,+1.12%,2359712.57,2349306.18,+0.44%,1610795.55,1534091.0,+5.00%,3163.98,46269.54,-93.16%,-0.0077,1.4621
CHCL,Chilime Hydropower,Hydro Power,478.00,41.98 Ar,+0.21%,-0.83%,-1.06%,-3.04%,-0.75%,+13.71%,6.42,74.41,3.95,823664.77,636581.19,+29.39%,669997.57,489839.15,+36.78%,456995.1,398059.37,+14.81%,6.42,8.39,-23.46%,121.0,120.86,+0.12%,11918749.91,12237700.45,-2.61%,441487.85,773985.79,-42.96%,9484988.68,9484988.68,0.00%,1992273.37,1978725.99,+0.68%,0.0531,0.0385
CHDC,CEDB Holdings Limited,Organized Fund,"2,117.00",21.89 Ar,+0.38%,+0.33%,-5.91%,-13.59%,-21.79%,+311.06%,61.05,34.68,8.23,487109.4,325803.01,+49.51%,485493.27,323873.81,+49.90%,473558.98,315605.0,+50.05%,61.05,61.03,+0.03%,257.36,240.87,+6.85%,2737370.7,2558641.75,+6.99%,75660.01,67489.7,+12.11%,1034237.06,1034237.06,0.00%,1627473.63,1456914.99,+11.71%,0.2372,0.0284
CHL,Chhyangdi Hydropower Ltd.,Hydro Power,255.10,1.97 Ar,-0.35%,-4.46%,-11.08%,-15.22%,-21.97%,+7.67%,3.25,78.41,3.0,139439.13,108535.62,+28.47%,113211.18,92726.75,+22.09%,18885.66,23323.76,-19.03%,3.25,6.03,-46.02%,85.09,85.59,-0.58%,1339147.05,1353155.19,-1.04%,680579.26,690760.81,-1.47%,773955.0,773955.0,0.00%,-115387.21,-111560.62,+3.43%,0.0382,1.0334
CIT,Citizen Investment Trust,Organized Fund,"1,684.00",109.15 Ar,+0.06%,-0.94%,-3.49%,-6.08%,-7.78%,+1.23%,19.32,87.17,5.88,1640775.0,1069348.0,+53.44%,1576186.0,1005491.0,+56.76%,986058.0,665324.0,+48.21%,19.32,19.55,-1.20%,286.31,280.46,+2.09%,330588135.0,319504429.0,+3.47%,311102142.0,300416869.0,+3.56%,6805798.0,6805798.0,0.00%,12680193.0,12281761.0,+3.24%,0.0675,15.9654
CITY,City Hotel Limited,Hotels,356.80,5.97 Ar,-1.95%,-9.10%,-14.44%,-24.73%,-30.29%,+217.63%,-6.14,-58.12,3.67,376023.98,243925.91,+54.15%,82570.44,53695.62,+53.77%,-138746.75,-100938.26,+37.46%,-6.14,-6.7,-8.36%,97.28,98.53,-1.27%,5638745.48,5684006.02,-0.80%,2707528.39,2714980.43,-0.27%,3013200.0,3013200.0,0.00%,-81982.91,-44174.42,+85.59%,-0.0631,0.9237
CIZBD86,10.25% Citizens Bank Debenture 2086,Bond,"1,130.00",0.00,-7.00%,-7.00%,-1.31%,-7.53%,-2.18%,+8.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIZBD90,10% Citizens Bank Debenture 2090,Bond,"1,225.00",0.00,+1.74%,+1.91%,-5.77%,+0.74%,+5.42%,+20.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CKHL,Chirkhwa Hydropower Limited,Hydro Power,562.00,2.25 Ar,-3.50%,-6.33%,-13.67%,-19.71%,-13.72%,+70.30%,4.3,130.66,6.23,101166.26,82538.76,+22.57%,86984.79,74277.1,+17.11%,12903.52,35084.61,-63.22%,4.3,17.54,-75.48%,90.17,95.71,-5.79%,1165152.16,1203488.11,-3.19%,804475.1,820629.95,-1.97%,400000.0,400000.0,0.00%,-39322.94,-17141.84,+129.40%,0.0477,2.2305
CLI,Citizen Life Insurance Company Limited,Life Insurance,444.90,22.25 Ar,+0.20%,-0.89%,-2.22%,-5.04%,-3.25%,+35.08%,9.6,46.34,4.07,7569078.66,4983553.95,+51.88%,1085164.22,714117.31,+51.96%,360044.1,231529.47,+55.51%,9.6,9.26,+3.67%,131.17,126.52,+3.67%,31791080.61,29884235.21,+6.38%,25232775.29,23558064.11,+7.11%,5000000.0,5000000.0,0.00%,470963.81,356585.78,+32.08%,0.0732,3.8475
CORBL,Corporate Development Bank,Development Bank,"1,647.00",8.65 Ar,-3.68%,-7.21%,-8.96%,-11.88%,-29.63%,+370.31%,12.26,134.37,11.83,165458.11,100464.96,+64.69%,67729.64,35690.75,+89.77%,48263.02,12942.22,+272.91%,12.26,4.93,+148.61%,139.27,135.79,+2.56%,3171872.35,2833321.96,+11.95%,2440709.93,2120416.89,+15.11%,525000.0,525000.0,0.00%,206162.42,187905.07,+9.72%,0.088,3.3381
CREST,Crest Micro Life Insurance Limited,Life Insurance,"1,189.80",8.92 Ar,-0.53%,-4.43%,-7.04%,-9.37%,-13.59%,+257.62%,2.15,552.99,11.22,364247.85,238898.99,+52.47%,140768.42,72452.91,+94.29%,12102.54,11751.21,+2.99%,2.15,3.13,-31.34%,111.17,111.12,+0.04%,1213688.85,1203801.29,+0.82%,379923.62,370387.39,+2.57%,750000.0,750000.0,0.00%,45630.77,45318.08,+0.69%,0.0193,0.4557
CSY,Citizens Santulit Yojana,Mutual Fund,9.05,1.13 Ar,+0.33%,-1.63%,-2.69%,-5.14%,-2.90%,-2.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,Microcredit,"1,320.00",3.52 Ar,-4.34%,-7.69%,-8.52%,-15.92%,-20.22%,+349.26%,26.74,49.36,4.9,612195.4,413406.82,+48.09%,302010.29,202863.06,+48.87%,53430.92,37289.69,+43.29%,26.74,27.99,-4.48%,269.54,268.72,+0.30%,7381634.53,7272518.53,+1.50%,6663519.02,6556579.09,+1.63%,266424.39,266424.39,0.00%,451691.12,449515.04,+0.48%,0.0992,9.2792
CZBIL,Citizen Bank International,Commercial Banks,196.20,28.98 Ar,+0.36%,-1.41%,-2.63%,-7.01%,-6.66%,-33.09%,11.23,17.47,1.26,11273333.93,7723863.53,+45.95%,4678859.98,3144546.13,+48.79%,1306461.35,358858.63,+264.06%,11.23,4.63,+142.71%,155.99,149.79,+4.14%,248586906.4,245653491.7,+1.19%,224397126.6,222424797.5,+0.89%,15507463.61,15507463.61,0.00%,8682316.22,7721230.59,+12.45%,0.072,9.2765
DDBL,Deprosc Laghubitta,Microcredit,820.00,15.32 Ar,+0.11%,-1.20%,-1.94%,-3.08%,+7.79%,-13.80%,44.13,18.58,3.86,2700875.2,1816714.71,+48.67%,1584308.54,1061025.57,+49.32%,680132.17,442910.64,+53.56%,44.13,47.41,-6.93%,212.26,221.13,-4.01%,28943198.11,26063775.88,+11.05%,24580959.4,22932439.67,+7.19%,2055114.27,1868285.7,+10.00%,2307124.45,2263050.51,+1.95%,0.2079,5.6349
DHEL,Daramkhola Hydro Energy Limited,Hydro Power,575.00,5.93 Ar,+0.19%,-3.20%,-9.15%,-12.35%,+29.97%,+29.97%,-4.33,-132.72,4.49,86269.35,43642.08,+97.67%,81428.96,41935.29,+94.18%,-33484.77,26785.44,-225.01%,-4.33,5.2,-183.34%,128.02,131.27,-2.48%,3042563.26,2986587.94,+1.87%,1723332.98,1633872.88,+5.48%,1030500.0,1030500.0,0.00%,288730.29,322215.06,-10.39%,-0.0338,1.3063
DHPL,Dibyashwori Hydropower Ltd.,Hydro Power,275.00,72.60 Cr,-0.32%,-3.85%,-8.33%,-12.42%,-15.03%,+1.10%,2.92,94.13,54.37,73575.81,58052.9,+26.74%,69700.98,55185.73,+26.30%,5784.5,9918.52,-41.68%,2.92,7.51,-61.12%,5.06,6.62,-23.63%,749320.27,758056.07,-1.15%,735966.6,740571.38,-0.62%,264000.0,264000.0,0.00%,-250646.33,-246515.3,+1.68%,0.5771,55.1134
DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,Microcredit,"1,200.00",1.60 Ar,0.00%,-8.19%,-6.98%,-8.40%,-21.71%,+567.78%,18.29,65.62,8.07,218679.35,156689.12,+39.56%,109749.18,82442.49,+33.12%,18255.5,12231.48,+49.25%,18.29,18.38,-0.50%,148.7,179.13,-16.99%,2499598.51,2494854.19,+0.19%,2301681.01,2256438.11,+2.01%,133100.0,133100.0,0.00%,64817.5,105316.07,-38.45%,0.123,11.6295
DOLTI,Dolti Power Company Limited,Hydro Power,323.00,1.73 Ar,+0.62%,-4.97%,-7.45%,-31.28%,-43.02%,+12.50%,0.83,389.43,5.52,78041.7,61992.36,+25.89%,67725.5,54792.82,+23.60%,3337.32,8723.69,-61.74%,0.83,3.25,-74.50%,58.54,59.55,-1.69%,1021663.34,1051248.38,-2.81%,707595.73,731794.4,-3.31%,536486.0,536486.0,0.00%,-222418.39,-217032.02,+2.48%,0.0142,2.253
DORDI,Dordi Khola Jal Bidyut Company Limited,Hydro Power,250.00,5.27 Ar,+1.42%,-0.79%,-8.42%,-14.41%,-18.68%,+20.48%,0.83,301.29,2.37,205865.31,137660.45,+49.55%,176534.7,121908.12,+44.81%,13121.91,7279.18,+80.27%,0.83,0.69,+20.18%,105.5,105.22,+0.26%,3732157.23,3510413.62,+6.32%,1507687.87,1291786.99,+16.71%,2108520.8,2108520.8,0.00%,115948.56,110105.82,+5.31%,0.0079,0.6778
EBL,Everest Bank,Commercial Banks,695.00,89.97 Ar,-0.29%,-0.71%,-1.42%,-0.57%,+12.05%,+52.46%,32.35,21.48,2.85,15016560.0,10178072.0,+47.54%,6833470.0,4572942.0,+49.43%,3329316.0,2117118.0,+57.26%,32.35,30.86,+4.84%,244.27,235.04,+3.93%,378693500.0,374682513.0,+1.07%,345176279.0,342431460.0,+0.80%,13721376.0,13721376.0,0.00%,19795848.0,18529679.0,+6.83%,0.1324,10.2985
EBLD85,10.50% Everest Bank Limited Debenture 2085,Bond,"1,147.00",2.29 Ar,+3.60%,-0.27%,-1.12%,-4.42%,+2.78%,+14.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBLD86,8.5% Everest Bank Limited Debenture 2086,Bond,"1,100.00",94.25 Cr,+1.82%,+1.38%,+1.38%,+2.13%,+4.76%,+16.87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBLD91,Everest Bank Limited Debenture 2091,Bond,"1,110.00",0.00,+1.83%,+0.91%,+4.52%,+0.91%,+8.81%,+8.29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDBL,Excel Development Bank,Development Bank,558.00,6.97 Ar,-0.53%,-2.02%,-4.32%,-5.71%,-6.50%,-1.00%,16.61,33.59,3.03,850279.46,568040.86,+49.69%,415551.76,268819.74,+54.58%,155717.28,88536.73,+75.88%,16.61,14.17,+17.25%,184.0,177.95,+3.40%,20206851.22,19833614.6,+1.88%,17907363.19,17609825.16,+1.69%,1249694.47,1249694.47,0.00%,1049793.56,974094.97,+7.77%,0.0903,7.7875
EHPL,Eastern Hydropower Limited,Hydro Power,346.00,2.15 Ar,-1.70%,-6.28%,-10.13%,-17.22%,-39.11%,+45.62%,6.42,53.89,4.45,118457.97,89918.9,+31.74%,107884.4,83437.97,+29.30%,29857.25,30710.82,-2.78%,6.42,9.91,-35.19%,77.73,77.86,-0.18%,1095460.23,1106949.99,-1.04%,613553.42,624189.6,-1.70%,620000.0,620000.0,0.00%,-138093.18,-137239.61,+0.62%,0.0826,1.2732
ENL,Emerging Nepal Limited,Organized Fund,800.00,4.44 Ar,-0.01%,-4.53%,-8.57%,-11.60%,-24.06%,+183.38%,4.26,187.82,7.23,22539.01,20292.62,+11.07%,20821.88,18641.74,+11.69%,17748.45,17080.73,+3.91%,4.26,6.15,-30.73%,110.58,110.46,+0.11%,626829.57,655883.56,-4.43%,12467.12,42188.83,-70.45%,555600.0,555600.0,0.00%,58762.45,58094.73,+1.15%,0.0385,0.0203
FMDBL,First Micro Finance Development Bank,Microcredit,760.00,10.22 Ar,0.00%,-0.13%,-2.55%,-8.55%,+0.22%,+46.01%,11.27,67.41,5.78,309881.65,200576.21,+54.50%,168563.19,97454.97,+72.97%,113712.97,70416.3,+61.49%,11.27,10.47,+7.66%,131.53,128.31,+2.51%,5776215.4,5910806.41,-2.28%,4007322.23,4185174.24,-4.25%,1344871.32,1344871.32,0.00%,424021.85,380760.84,+11.36%,0.0857,2.2654
